market,month,year,quantity,priceMin,priceMax,priceMod,state,city,date
DELHI,September,2006,290825,243,678,506,DEL,DELHI,Sep-06
DELHI,September,2007,231150,1034,1719,1436,DEL,DELHI,Sep-07
DELHI,September,2008,273808,412,1078,816,DEL,DELHI,Sep-08
DELHI,September,2009,273338,630,1043,858,DEL,DELHI,Sep-09
DELHI,September,2010,295107,708,1573,1294,DEL,DELHI,Sep-10
DELHI,September,2011,290666,548,1488,1201,DEL,DELHI,Sep-11
DELHI,September,2012,319159,413,901,690,DEL,DELHI,Sep-12
DELHI,September,2013,202201,2790,5114,4407,DEL,DELHI,Sep-13
DELHI,September,2014,273867,984,2105,1700,DEL,DELHI,Sep-14
DELHI,September,2015,261080,1993,4756,3763,DEL,DELHI,Sep-15
DELHI,October,2003,195000,698,1112,881,DEL,DELHI,Oct-03
DELHI,October,2004,228090,380,784,625,DEL,DELHI,Oct-04
DELHI,October,2005,206240,895,1433,1169,DEL,DELHI,Oct-05
DELHI,October,2006,253680,231,764,514,DEL,DELHI,Oct-06
DELHI,October,2007,243130,1127,1715,1506,DEL,DELHI,Oct-07
DELHI,October,2008,241604,515,1028,826,DEL,DELHI,Oct-08
DELHI,October,2009,351319,1211,1810,1535,DEL,DELHI,Oct-09
DELHI,October,2010,223100,979,1782,1549,DEL,DELHI,Oct-10
DELHI,October,2011,250962,554,1430,1096,DEL,DELHI,Oct-11
DELHI,October,2012,305698,613,1373,1019,DEL,DELHI,Oct-12
DELHI,October,2013,190152,2646,5181,4159,DEL,DELHI,Oct-13
DELHI,October,2014,267475,790,2126,1629,DEL,DELHI,Oct-14
DELHI,October,2015,271966,1802,3557,2913,DEL,DELHI,Oct-15
DELHI,November,2003,357390,484,884,693,DEL,DELHI,Nov-03
DELHI,November,2004,405280,316,750,584,DEL,DELHI,Nov-04
DELHI,November,2005,406680,892,1181,1025,DEL,DELHI,Nov-05
DELHI,November,2006,391300,230,664,439,DEL,DELHI,Nov-06
DELHI,November,2007,431960,706,993,830,DEL,DELHI,Nov-07
DELHI,November,2008,257426,752,1339,1024,DEL,DELHI,Nov-08
DELHI,November,2009,403016,903,1646,1356,DEL,DELHI,Nov-09
DELHI,November,2010,303608,977,2313,1842,DEL,DELHI,Nov-10
DELHI,November,2011,369789,277,1231,899,DEL,DELHI,Nov-11
DELHI,November,2012,343711,486,1621,1066,DEL,DELHI,Nov-12
DELHI,November,2013,277717,1227,4439,3395,DEL,DELHI,Nov-13
DELHI,November,2014,396297,383,2091,1528,DEL,DELHI,Nov-14
DELHI,November,2015,285566,900,2703,2090,DEL,DELHI,Nov-15
DELHI,December,2003,321820,499,819,731,DEL,DELHI,Dec-03
DELHI,December,2004,319050,253,640,497,DEL,DELHI,Dec-04
DELHI,December,2005,290740,600,773,700,DEL,DELHI,Dec-05
DELHI,December,2006,233400,581,853,712,DEL,DELHI,Dec-06
DELHI,December,2007,341210,422,799,537,DEL,DELHI,Dec-07
DELHI,December,2008,194644,741,1437,1128,DEL,DELHI,Dec-08
DELHI,December,2009,449388,924,1683,1382,DEL,DELHI,Dec-09
DELHI,December,2010,346446,1044,3319,2388,DEL,DELHI,Dec-10
DELHI,December,2011,432982,220,1000,611,DEL,DELHI,Dec-11
DELHI,December,2012,399738,395,1642,1142,DEL,DELHI,Dec-12
DELHI,December,2013,298700,631,2163,1632,DEL,DELHI,Dec-13
DELHI,December,2014,301519,869,2121,1609,DEL,DELHI,Dec-14
DELHI,December,2015,255055,420,1720,1223,DEL,DELHI,Dec-15
DEORIA(UP),January,2010,1085,1676,1676,1676,UP,DEORIA,Jan-10
DEORIA(UP),January,2011,100,2150,2150,2150,UP,DEORIA,Jan-11
DEORIA(UP),February,2010,879,1528,1592,1567,UP,DEORIA,Feb-10
DEORIA(UP),March,2010,245,944,944,944,UP,DEORIA,Mar-10
DEORIA(UP),April,2010,526,834,834,834,UP,DEORIA,Apr-10
DEORIA(UP),April,2012,1850,693,735,715,UP,DEORIA,Apr-12
DEORIA(UP),April,2015,1858,1443,1679,1536,UP,DEORIA,Apr-15
DEORIA(UP),May,2010,292,609,609,609,UP,DEORIA,May-10
DEORIA(UP),May,2012,1025,575,625,600,UP,DEORIA,May-12
DEORIA(UP),May,2013,950,1005,1025,1015,UP,DEORIA,May-13
DEORIA(UP),May,2015,1858,1443,1679,1536,UP,DEORIA,May-15
DEORIA(UP),June,2010,430,670,670,670,UP,DEORIA,Jun-10
DEORIA(UP),June,2011,140,838,838,838,UP,DEORIA,Jun-11
DEORIA(UP),June,2012,3012,465,610,577,UP,DEORIA,Jun-12
DEORIA(UP),June,2013,195,1290,1310,1300,UP,DEORIA,Jun-13
DEORIA(UP),June,2015,180,1500,1625,1563,UP,DEORIA,Jun-15
DEORIA(UP),July,2010,330,732,732,732,UP,DEORIA,Jul-10
DEORIA(UP),July,2011,43,925,925,925,UP,DEORIA,Jul-11
DEORIA(UP),July,2013,70,2140,2160,2150,UP,DEORIA,Jul-13
DEORIA(UP),August,2010,155,1028,1028,1028,UP,DEORIA,Aug-10
DEORIA(UP),August,2012,425,800,900,850,UP,DEORIA,Aug-12
DEORIA(UP),August,2013,120,3990,4010,4000,UP,DEORIA,Aug-13
DEORIA(UP),August,2015,213,2850,3000,2925,UP,DEORIA,Aug-15
DEORIA(UP),September,2010,45,1725,1725,1725,UP,DEORIA,Sep-10
DEORIA(UP),September,2013,365,4367,4393,4379,UP,DEORIA,Sep-13
DEORIA(UP),September,2015,780,3900,4070,3970,UP,DEORIA,Sep-15
DEORIA(UP),October,2010,125,1768,1768,1768,UP,DEORIA,Oct-10
DEORIA(UP),October,2011,52,1460,1460,1460,UP,DEORIA,Oct-11
DEORIA(UP),October,2012,500,1115,1150,1135,UP,DEORIA,Oct-12
DEORIA(UP),November,2010,45,2745,2745,2745,UP,DEORIA,Nov-10
DEORIA(UP),November,2011,1180,1245,1245,1245,UP,DEORIA,Nov-11
DEORIA(UP),December,2010,50,2600,2600,2600,UP,DEORIA,Dec-10
DEORIA(UP),December,2015,404,1300,1433,1367,UP,DEORIA,Dec-15
DEVALA(MS),January,2006,82200,103,352,270,MS,DEVALA,Jan-06
DEVALA(MS),January,2007,56710,390,1053,852,MS,DEVALA,Jan-07
DEVALA(MS),January,2008,48155,106,304,242,MS,DEVALA,Jan-08
DEVALA(MS),January,2009,89100,364,1450,1197,MS,DEVALA,Jan-09
DEVALA(MS),January,2010,37173,214,1629,1271,MS,DEVALA,Jan-10
DEVALA(MS),January,2011,40629,593,3306,2841,MS,DEVALA,Jan-11
DEVALA(MS),January,2012,142273,93,456,384,MS,DEVALA,Jan-12
DEVALA(MS),January,2013,102190,858,1608,1489,MS,DEVALA,Jan-13
DEVALA(MS),January,2014,84343,534,1193,988,MS,DEVALA,Jan-14
DEVALA(MS),January,2015,95883,668,1445,1203,MS,DEVALA,Jan-15
DEVALA(MS),January,2016,127136,828,1321,1075,MS,DEVALA,Jan-16
DEVALA(MS),February,2006,40700,72,261,189,MS,DEVALA,Feb-06
DEVALA(MS),February,2007,100760,508,1098,929,MS,DEVALA,Feb-07
DEVALA(MS),February,2008,130650,105,305,238,MS,DEVALA,Feb-08
DEVALA(MS),February,2009,54400,275,1262,1109,MS,DEVALA,Feb-09
DEVALA(MS),February,2010,50985,209,1228,970,MS,DEVALA,Feb-10
DEVALA(MS),February,2011,76262,352,1078,910,MS,DEVALA,Feb-11
DEVALA(MS),February,2012,78812,100,421,351,MS,DEVALA,Feb-12
DEVALA(MS),February,2013,111366,785,1626,1443,MS,DEVALA,Feb-13
DEVALA(MS),February,2014,66793,340,839,684,MS,DEVALA,Feb-14
DEVALA(MS),February,2015,105885,860,1575,1374,MS,DEVALA,Feb-15
DEVALA(MS),February,2016,96764,484,886,736,MS,DEVALA,Feb-16
DEVALA(MS),March,2006,45400,60,287,165,MS,DEVALA,Mar-06
DEVALA(MS),March,2007,79090,371,722,639,MS,DEVALA,Mar-07
DEVALA(MS),March,2008,68920,100,421,310,MS,DEVALA,Mar-08
DEVALA(MS),March,2009,114090,175,808,654,MS,DEVALA,Mar-09
DEVALA(MS),March,2010,45171,133,751,568,MS,DEVALA,Mar-10
DEVALA(MS),March,2011,56320,206,639,452,MS,DEVALA,Mar-11
DEVALA(MS),March,2012,21500,100,407,334,MS,DEVALA,Mar-12
DEVALA(MS),March,2013,101950,541,1129,971,MS,DEVALA,Mar-13
DEVALA(MS),March,2014,37754,413,887,777,MS,DEVALA,Mar-14
DEVALA(MS),March,2015,75863,560,1330,1140,MS,DEVALA,Mar-15
DEVALA(MS),April,2006,24740,106,272,225,MS,DEVALA,Apr-06
DEVALA(MS),April,2007,71800,212,508,429,MS,DEVALA,Apr-07
DEVALA(MS),April,2008,64200,119,329,267,MS,DEVALA,Apr-08
DEVALA(MS),April,2009,53550,100,527,470,MS,DEVALA,Apr-09
DEVALA(MS),April,2010,21602,193,611,499,MS,DEVALA,Apr-10
DEVALA(MS),April,2011,17341,126,678,579,MS,DEVALA,Apr-11
DEVALA(MS),April,2012,30125,129,458,403,MS,DEVALA,Apr-12
DEVALA(MS),April,2013,95300,383,891,791,MS,DEVALA,Apr-13
DEVALA(MS),April,2014,49997,242,1142,698,MS,DEVALA,Apr-14
DEVALA(MS),April,2015,113043,463,1223,1009,MS,DEVALA,Apr-15
DEVALA(MS),May,2006,38650,45,244,176,MS,DEVALA,May-06
DEVALA(MS),May,2007,20000,210,583,510,MS,DEVALA,May-07
DEVALA(MS),May,2008,82400,58,277,215,MS,DEVALA,May-08
DEVALA(MS),May,2009,44514,65,536,470,MS,DEVALA,May-09
DEVALA(MS),May,2010,16078,104,610,487,MS,DEVALA,May-10
DEVALA(MS),May,2011,9348,107,623,518,MS,DEVALA,May-11
DEVALA(MS),May,2012,59688,94,414,343,MS,DEVALA,May-12
DEVALA(MS),May,2013,65025,444,1028,887,MS,DEVALA,May-13
DEVALA(MS),May,2014,53410,300,1135,722,MS,DEVALA,May-14
DEVALA(MS),May,2015,89686,578,1397,1050,MS,DEVALA,May-15
DEVALA(MS),June,2006,27100,110,374,307,MS,DEVALA,Jun-06
DEVALA(MS),June,2007,60700,347,872,790,MS,DEVALA,Jun-07
DEVALA(MS),June,2008,50137,49,446,387,MS,DEVALA,Jun-08
DEVALA(MS),June,2009,48120,155,759,703,MS,DEVALA,Jun-09
DEVALA(MS),June,2010,12498,166,687,585,MS,DEVALA,Jun-10
DEVALA(MS),June,2011,11640,160,799,707,MS,DEVALA,Jun-11
DEVALA(MS),June,2012,67468,118,530,448,MS,DEVALA,Jun-12
DEVALA(MS),June,2013,84362,796,1524,1374,MS,DEVALA,Jun-13
DEVALA(MS),June,2014,64640,444,1520,1169,MS,DEVALA,Jun-14
DEVALA(MS),June,2015,106968,624,1874,1511,MS,DEVALA,Jun-15
DEVALA(MS),July,2006,22400,123,370,294,MS,DEVALA,Jul-06
DEVALA(MS),July,2007,74450,476,910,843,MS,DEVALA,Jul-07
DEVALA(MS),July,2008,36678,186,695,650,MS,DEVALA,Jul-08
DEVALA(MS),July,2009,55750,207,674,627,MS,DEVALA,Jul-09
DEVALA(MS),July,2010,35012,106,749,659,MS,DEVALA,Jul-10
DEVALA(MS),July,2011,16078,285,923,845,MS,DEVALA,Jul-11
DEVALA(MS),July,2012,107546,128,643,551,MS,DEVALA,Jul-12
DEVALA(MS),July,2013,118437,1173,2226,2100,MS,DEVALA,Jul-13
DEVALA(MS),July,2014,49006,703,2162,1803,MS,DEVALA,Jul-14
DEVALA(MS),July,2015,84889,1005,2379,2141,MS,DEVALA,Jul-15
DEVALA(MS),August,2006,29725,129,415,336,MS,DEVALA,Aug-06
DEVALA(MS),August,2007,82600,638,1296,1150,MS,DEVALA,Aug-07
DEVALA(MS),August,2008,66354,217,840,761,MS,DEVALA,Aug-08
DEVALA(MS),August,2009,61544,150,728,674,MS,DEVALA,Aug-09
DEVALA(MS),August,2010,49759,170,928,832,MS,DEVALA,Aug-10
DEVALA(MS),August,2011,45611,446,1179,1082,MS,DEVALA,Aug-11
DEVALA(MS),August,2012,121771,146,714,592,MS,DEVALA,Aug-12
DEVALA(MS),August,2013,91001,1385,3933,3739,MS,DEVALA,Aug-13
DEVALA(MS),August,2014,54587,691,1728,1462,MS,DEVALA,Aug-14
DEVALA(MS),August,2015,36669,2244,4625,4248,MS,DEVALA,Aug-15
DEVALA(MS),September,2006,30670,57,474,266,MS,DEVALA,Sep-06
DEVALA(MS),September,2007,68200,582,1572,1468,MS,DEVALA,Sep-07
DEVALA(MS),September,2008,56658,123,721,627,MS,DEVALA,Sep-08
DEVALA(MS),September,2009,44697,82,782,706,MS,DEVALA,Sep-09
DEVALA(MS),September,2010,57975,510,1480,1324,MS,DEVALA,Sep-10
DEVALA(MS),September,2011,49855,413,1148,1028,MS,DEVALA,Sep-11
DEVALA(MS),September,2012,102861,117,647,479,MS,DEVALA,Sep-12
DEVALA(MS),September,2013,60403,1552,4911,4660,MS,DEVALA,Sep-13
DEVALA(MS),September,2014,75255,597,1585,1325,MS,DEVALA,Sep-14
DEVALA(MS),September,2015,24213,2076,4562,4203,MS,DEVALA,Sep-15
DEVALA(MS),October,2007,36092,482,1473,1342,MS,DEVALA,Oct-07
DEVALA(MS),October,2008,56173,83,761,613,MS,DEVALA,Oct-08
DEVALA(MS),October,2009,76361,116,1500,1329,MS,DEVALA,Oct-09
DEVALA(MS),October,2010,69706,623,1571,1402,MS,DEVALA,Oct-10
DEVALA(MS),October,2011,53097,225,1002,877,MS,DEVALA,Oct-11
DEVALA(MS),October,2012,65873,157,963,815,MS,DEVALA,Oct-12
DEVALA(MS),October,2013,64671,1448,4841,4153,MS,DEVALA,Oct-13
DEVALA(MS),October,2014,44371,617,1750,1477,MS,DEVALA,Oct-14
DEVALA(MS),October,2015,42925,1289,3510,3082,MS,DEVALA,Oct-15
DEVALA(MS),November,2006,36860,78,756,491,MS,DEVALA,Nov-06
DEVALA(MS),November,2007,80315,336,905,709,MS,DEVALA,Nov-07
DEVALA(MS),November,2008,300,150,1325,800,MS,DEVALA,Nov-08
DEVALA(MS),November,2009,74805,324,1935,1511,MS,DEVALA,Nov-09
DEVALA(MS),November,2010,85850,513,2819,1623,MS,DEVALA,Nov-10
DEVALA(MS),November,2011,63468,283,1115,985,MS,DEVALA,Nov-11
DEVALA(MS),November,2012,75520,154,1308,1066,MS,DEVALA,Nov-12
DEVALA(MS),November,2013,80527,1006,3407,2878,MS,DEVALA,Nov-13
DEVALA(MS),November,2014,48681,765,1717,1516,MS,DEVALA,Nov-14
DEVALA(MS),November,2015,78075,954,2310,1868,MS,DEVALA,Nov-15
DEVALA(MS),December,2006,105040,158,846,630,MS,DEVALA,Dec-06
DEVALA(MS),December,2007,119969,217,570,446,MS,DEVALA,Dec-07
DEVALA(MS),December,2008,110697,308,1262,1019,MS,DEVALA,Dec-08
DEVALA(MS),December,2009,73976,285,1941,1424,MS,DEVALA,Dec-09
DEVALA(MS),December,2010,86430,494,3667,2562,MS,DEVALA,Dec-10
DEVALA(MS),December,2011,88200,159,728,606,MS,DEVALA,Dec-11
DEVALA(MS),December,2012,117097,378,1421,1252,MS,DEVALA,Dec-12
DEVALA(MS),December,2013,90202,758,1683,1419,MS,DEVALA,Dec-13
DEVALA(MS),December,2014,89019,805,1764,1506,MS,DEVALA,Dec-14
DEVALA(MS),December,2015,125874,822,1529,1160,MS,DEVALA,Dec-15
DEWAS(MP),January,2002,1385,202,426,315,MP,DEWAS,Jan-02
DEWAS(MP),February,2002,902,125,330,221,MP,DEWAS,Feb-02
DEWAS(MP),March,2002,1124,81,249,179,MP,DEWAS,Mar-02
DEWAS(MP),April,2002,1275,73,176,129,MP,DEWAS,Apr-02
DEWAS(MP),May,2002,1479,55,150,100,MP,DEWAS,May-02
DEWAS(MP),May,2006,2400,30,226,175,MP,DEWAS,May-06
DEWAS(MP),June,2002,1113,79,190,131,MP,DEWAS,Jun-02
DEWAS(MP),June,2003,430,163,308,188,MP,DEWAS,Jun-03
DEWAS(MP),June,2012,500,300,600,450,MP,DEWAS,Jun-12
DEWAS(MP),July,2002,1084,123,271,177,MP,DEWAS,Jul-02
DEWAS(MP),July,2015,1884,500,2825,2300,MP,DEWAS,Jul-15
DEWAS(MP),August,2002,605,141,453,272,MP,DEWAS,Aug-02
DEWAS(MP),August,2003,99,278,575,358,MP,DEWAS,Aug-03
DEWAS(MP),September,2002,533,262,592,423,MP,DEWAS,Sep-02
DEWAS(MP),September,2003,21,350,700,480,MP,DEWAS,Sep-03
DEWAS(MP),September,2008,2635,75,734,610,MP,DEWAS,Sep-08
DEWAS(MP),October,2002,271,280,584,384,MP,DEWAS,Oct-02
DEWAS(MP),October,2008,6491,50,766,690,MP,DEWAS,Oct-08
DEWAS(MP),November,2003,24,200,600,360,MP,DEWAS,Nov-03
DEWAS(MP),November,2006,2000,100,700,450,MP,DEWAS,Nov-06
DEWAS(MP),December,2003,70,200,647,360,MP,DEWAS,Dec-03
DHAVANGERE(KNT),January,2002,19744,71,434,258,KNT,DHAVANGERE,Jan-02
DHAVANGERE(KNT),January,2003,6674,100,403,274,KNT,DHAVANGERE,Jan-03
DHAVANGERE(KNT),January,2004,4863,217,928,585,KNT,DHAVANGERE,Jan-04
DHAVANGERE(KNT),January,2005,8519,100,601,359,KNT,DHAVANGERE,Jan-05
DHAVANGERE(KNT),January,2006,11470,148,561,405,KNT,DHAVANGERE,Jan-06
DHAVANGERE(KNT),January,2007,8060,231,1181,589,KNT,DHAVANGERE,Jan-07
DHAVANGERE(KNT),January,2008,4748,382,650,530,KNT,DHAVANGERE,Jan-08
DHAVANGERE(KNT),January,2009,18350,750,1478,1115,KNT,DHAVANGERE,Jan-09
DHAVANGERE(KNT),January,2010,22800,639,1561,1111,KNT,DHAVANGERE,Jan-10
DHAVANGERE(KNT),January,2011,13650,1205,3445,2359,KNT,DHAVANGERE,Jan-11
DHAVANGERE(KNT),January,2012,13569,263,658,516,KNT,DHAVANGERE,Jan-12
DHAVANGERE(KNT),January,2013,27100,478,1603,1095,KNT,DHAVANGERE,Jan-13
DHAVANGERE(KNT),January,2014,21100,400,1181,802,KNT,DHAVANGERE,Jan-14
DHAVANGERE(KNT),January,2015,17796,453,1753,1091,KNT,DHAVANGERE,Jan-15
DHAVANGERE(KNT),January,2016,13170,435,1545,990,KNT,DHAVANGERE,Jan-16
DHAVANGERE(KNT),February,2004,5535,285,796,573,KNT,DHAVANGERE,Feb-04
DHAVANGERE(KNT),February,2005,5544,131,578,356,KNT,DHAVANGERE,Feb-05
DHAVANGERE(KNT),February,2006,12260,139,417,326,KNT,DHAVANGERE,Feb-06
DHAVANGERE(KNT),February,2007,6627,304,1107,688,KNT,DHAVANGERE,Feb-07
DHAVANGERE(KNT),February,2008,7250,183,530,414,KNT,DHAVANGERE,Feb-08
DHAVANGERE(KNT),February,2009,20450,925,1213,1070,KNT,DHAVANGERE,Feb-09
DHAVANGERE(KNT),February,2010,28300,553,1242,910,KNT,DHAVANGERE,Feb-10
DHAVANGERE(KNT),February,2011,14560,825,1335,1083,KNT,DHAVANGERE,Feb-11
DHAVANGERE(KNT),February,2012,13850,200,584,442,KNT,DHAVANGERE,Feb-12
DHAVANGERE(KNT),February,2013,16350,640,1693,1167,KNT,DHAVANGERE,Feb-13
DHAVANGERE(KNT),February,2014,28924,332,868,604,KNT,DHAVANGERE,Feb-14
DHAVANGERE(KNT),February,2015,14093,686,1793,1239,KNT,DHAVANGERE,Feb-15
DHAVANGERE(KNT),February,2016,14260,329,1135,747,KNT,DHAVANGERE,Feb-16
DHAVANGERE(KNT),March,2004,8349,202,600,411,KNT,DHAVANGERE,Mar-04
DHAVANGERE(KNT),March,2005,5295,88,501,316,KNT,DHAVANGERE,Mar-05
DHAVANGERE(KNT),March,2006,14175,100,372,303,KNT,DHAVANGERE,Mar-06
DHAVANGERE(KNT),March,2007,6768,363,872,660,KNT,DHAVANGERE,Mar-07
DHAVANGERE(KNT),March,2008,6010,167,452,399,KNT,DHAVANGERE,Mar-08
DHAVANGERE(KNT),March,2009,23100,681,877,781,KNT,DHAVANGERE,Mar-09
DHAVANGERE(KNT),March,2010,33805,467,774,624,KNT,DHAVANGERE,Mar-10
DHAVANGERE(KNT),March,2011,14770,452,728,657,KNT,DHAVANGERE,Mar-11
DHAVANGERE(KNT),March,2012,22400,275,625,518,KNT,DHAVANGERE,Mar-12
DHAVANGERE(KNT),March,2013,16050,574,1318,943,KNT,DHAVANGERE,Mar-13
DHAVANGERE(KNT),March,2014,27550,312,897,604,KNT,DHAVANGERE,Mar-14
DHAVANGERE(KNT),March,2015,17258,580,1588,1084,KNT,DHAVANGERE,Mar-15
DHAVANGERE(KNT),April,2004,5009,154,514,367,KNT,DHAVANGERE,Apr-04
DHAVANGERE(KNT),April,2005,11516,111,376,294,KNT,DHAVANGERE,Apr-05
DHAVANGERE(KNT),April,2006,21680,100,354,286,KNT,DHAVANGERE,Apr-06
DHAVANGERE(KNT),April,2007,6410,247,598,402,KNT,DHAVANGERE,Apr-07
DHAVANGERE(KNT),April,2008,7500,178,486,389,KNT,DHAVANGERE,Apr-08
DHAVANGERE(KNT),April,2009,19600,529,679,601,KNT,DHAVANGERE,Apr-09
DHAVANGERE(KNT),April,2010,38073,324,618,482,KNT,DHAVANGERE,Apr-10
DHAVANGERE(KNT),April,2011,9780,406,665,610,KNT,DHAVANGERE,Apr-11
DHAVANGERE(KNT),April,2012,15500,300,671,540,KNT,DHAVANGERE,Apr-12
DHAVANGERE(KNT),April,2013,18160,638,1248,941,KNT,DHAVANGERE,Apr-13
DHAVANGERE(KNT),April,2014,30300,289,1067,678,KNT,DHAVANGERE,Apr-14
DHAVANGERE(KNT),April,2015,13490,581,1444,1012,KNT,DHAVANGERE,Apr-15
DHAVANGERE(KNT),May,2003,19299,128,445,304,KNT,DHAVANGERE,May-03
DHAVANGERE(KNT),May,2004,8648,175,498,363,KNT,DHAVANGERE,May-04
DHAVANGERE(KNT),May,2005,13403,139,388,289,KNT,DHAVANGERE,May-05
DHAVANGERE(KNT),May,2006,25327,102,346,270,KNT,DHAVANGERE,May-06
DHAVANGERE(KNT),May,2007,6430,241,556,420,KNT,DHAVANGERE,May-07
DHAVANGERE(KNT),May,2008,9400,163,421,329,KNT,DHAVANGERE,May-08
DHAVANGERE(KNT),May,2009,28200,543,683,611,KNT,DHAVANGERE,May-09
DHAVANGERE(KNT),May,2010,38300,322,744,527,KNT,DHAVANGERE,May-10
DHAVANGERE(KNT),May,2011,13650,383,658,600,KNT,DHAVANGERE,May-11
DHAVANGERE(KNT),May,2012,15650,300,629,505,KNT,DHAVANGERE,May-12
DHAVANGERE(KNT),May,2013,13650,617,1288,967,KNT,DHAVANGERE,May-13
DHAVANGERE(KNT),May,2014,21750,345,1316,830,KNT,DHAVANGERE,May-14
DHAVANGERE(KNT),May,2015,21034,608,1612,1110,KNT,DHAVANGERE,May-15
DHAVANGERE(KNT),June,2002,4077,100,365,230,KNT,DHAVANGERE,Jun-02
DHAVANGERE(KNT),June,2003,7721,162,528,366,KNT,DHAVANGERE,Jun-03
DHAVANGERE(KNT),June,2004,11505,135,544,371,KNT,DHAVANGERE,Jun-04
DHAVANGERE(KNT),June,2005,17420,130,472,326,KNT,DHAVANGERE,Jun-05
DHAVANGERE(KNT),June,2006,26414,100,385,347,KNT,DHAVANGERE,Jun-06
DHAVANGERE(KNT),June,2007,12480,279,852,642,KNT,DHAVANGERE,Jun-07
DHAVANGERE(KNT),June,2008,10350,195,523,414,KNT,DHAVANGERE,Jun-08
DHAVANGERE(KNT),June,2009,29100,766,860,813,KNT,DHAVANGERE,Jun-09
DHAVANGERE(KNT),June,2010,35623,419,919,657,KNT,DHAVANGERE,Jun-10
DHAVANGERE(KNT),June,2011,13430,368,860,768,KNT,DHAVANGERE,Jun-11
DHAVANGERE(KNT),June,2012,13690,348,694,521,KNT,DHAVANGERE,Jun-12
DHAVANGERE(KNT),June,2013,12500,825,1727,1276,KNT,DHAVANGERE,Jun-13
DHAVANGERE(KNT),June,2014,23500,879,2053,1466,KNT,DHAVANGERE,Jun-14
DHAVANGERE(KNT),June,2015,19775,757,2221,1465,KNT,DHAVANGERE,Jun-15
DHAVANGERE(KNT),July,2002,15914,159,436,299,KNT,DHAVANGERE,Jul-02
DHAVANGERE(KNT),July,2003,21068,216,590,440,KNT,DHAVANGERE,Jul-03
DHAVANGERE(KNT),July,2004,11629,159,487,333,KNT,DHAVANGERE,Jul-04
DHAVANGERE(KNT),July,2005,16267,166,570,399,KNT,DHAVANGERE,Jul-05
DHAVANGERE(KNT),July,2006,32080,100,436,390,KNT,DHAVANGERE,Jul-06
DHAVANGERE(KNT),July,2007,8290,285,1183,756,KNT,DHAVANGERE,Jul-07
DHAVANGERE(KNT),July,2008,12350,357,828,626,KNT,DHAVANGERE,Jul-08
DHAVANGERE(KNT),July,2009,27400,730,833,777,KNT,DHAVANGERE,Jul-09
DHAVANGERE(KNT),July,2010,30300,406,918,666,KNT,DHAVANGERE,Jul-10
DHAVANGERE(KNT),July,2011,10200,436,1075,919,KNT,DHAVANGERE,Jul-11
DHAVANGERE(KNT),July,2012,15950,406,845,625,KNT,DHAVANGERE,Jul-12
DHAVANGERE(KNT),July,2013,11700,1665,2415,2052,KNT,DHAVANGERE,Jul-13
DHAVANGERE(KNT),July,2014,20500,1432,2530,1981,KNT,DHAVANGERE,Jul-14
DHAVANGERE(KNT),July,2015,16539,1005,2549,1777,KNT,DHAVANGERE,Jul-15
DHAVANGERE(KNT),August,2002,16815,221,542,378,KNT,DHAVANGERE,Aug-02
DHAVANGERE(KNT),August,2003,12275,231,608,436,KNT,DHAVANGERE,Aug-03
DHAVANGERE(KNT),August,2004,3985,158,523,375,KNT,DHAVANGERE,Aug-04
DHAVANGERE(KNT),August,2005,10224,224,738,497,KNT,DHAVANGERE,Aug-05
DHAVANGERE(KNT),August,2006,28440,102,473,419,KNT,DHAVANGERE,Aug-06
DHAVANGERE(KNT),August,2007,12245,633,1110,863,KNT,DHAVANGERE,Aug-07
DHAVANGERE(KNT),August,2008,11680,595,943,757,KNT,DHAVANGERE,Aug-08
DHAVANGERE(KNT),August,2009,3000,650,733,692,KNT,DHAVANGERE,Aug-09
DHAVANGERE(KNT),August,2010,32000,552,1102,824,KNT,DHAVANGERE,Aug-10
DHAVANGERE(KNT),August,2011,10725,780,1239,1019,KNT,DHAVANGERE,Aug-11
DHAVANGERE(KNT),August,2012,16600,374,892,631,KNT,DHAVANGERE,Aug-12
DHAVANGERE(KNT),August,2013,15850,2048,3643,2852,KNT,DHAVANGERE,Aug-13
DHAVANGERE(KNT),August,2014,14450,1119,2269,1663,KNT,DHAVANGERE,Aug-14
DHAVANGERE(KNT),August,2015,20010,1865,4060,3055,KNT,DHAVANGERE,Aug-15
DHAVANGERE(KNT),September,2002,22296,183,566,387,KNT,DHAVANGERE,Sep-02
DHAVANGERE(KNT),September,2003,21276,225,628,428,KNT,DHAVANGERE,Sep-03
DHAVANGERE(KNT),September,2004,22310,94,438,272,KNT,DHAVANGERE,Sep-04
DHAVANGERE(KNT),September,2005,18089,164,901,539,KNT,DHAVANGERE,Sep-05
DHAVANGERE(KNT),September,2006,35225,102,482,414,KNT,DHAVANGERE,Sep-06
DHAVANGERE(KNT),September,2007,10255,586,1219,869,KNT,DHAVANGERE,Sep-07
DHAVANGERE(KNT),September,2008,10250,408,750,605,KNT,DHAVANGERE,Sep-08
DHAVANGERE(KNT),September,2009,18100,346,727,535,KNT,DHAVANGERE,Sep-09
DHAVANGERE(KNT),September,2010,27820,543,1387,976,KNT,DHAVANGERE,Sep-10
DHAVANGERE(KNT),September,2011,24710,598,1243,984,KNT,DHAVANGERE,Sep-11
